UNIXTime,Data,Time,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,TimeSunRise,TimeSunSet
1.70E+09,12/8/2023 20:55,20:55:07,2.28,16.4,2.04,6.23,95.51,96.77,6:09:00,18:28:00
1.70E+09,12/8/2023 20:50,20:50:03,2.33,15.01,1.6,5.19,95.53,96.79,6:09:00,18:28:00
1.70E+09,12/8/2023 20:45,20:45:06,2.4,15.15,1.04,4.82,95.56,96.83,6:09:00,18:28:00
1.70E+09,12/8/2023 20:40,20:40:03,2.29,14.59,0.89,4.76,95.6,96.87,6:09:00,18:28:00
1.70E+09,12/8/2023 20:35,20:35:04,2.29,12.9,1.64,4.82,95.64,96.91,6:09:00,18:28:00
1.70E+09,12/8/2023 20:30,20:30:07,2.31,11.55,2.33,4.88,95.68,96.96,6:09:00,18:28:00
1.70E+09,12/8/2023 20:25,20:25:07,2.36,10.65,2.59,4.82,95.7,96.98,6:09:00,18:28:00
1.70E+09,12/8/2023 20:20,20:20:08,2.54,10.19,2.57,4.76,95.69,96.98,6:09:00,18:28:00
1.70E+09,12/8/2023 20:15,20:15:04,2.49,9.83,2.44,4.64,95.68,96.97,6:09:00,18:28:00
1.70E+09,12/8/2023 20:10,20:10:04,2.51,9.65,2.18,4.58,95.67,96.96,6:09:00,18:28:00
1.70E+09,12/8/2023 20:05,20:05:06,1.72,9.4,1.83,4.46,95.66,96.95,6:09:00,18:28:00
1.70E+09,12/8/2023 20:00,20:00:03,1.74,9.54,1.79,4.33,95.66,96.94,6:09:00,18:28:00
1.70E+09,12/8/2023 19:55,19:55:06,1.82,8.58,2.25,4.21,95.66,96.95,6:09:00,18:28:00
1.70E+09,12/9/2023 19:50,19:50:03,1.97,8.12,2.68,4.09,95.69,96.98,6:09:00,18:28:00
1.70E+09,12/9/2023 19:45,19:45:04,1.89,7.73,2.92,3.85,95.75,97.04,6:09:00,18:28:00
1.70E+09,12/9/2023 19:40,19:40:06,1.72,7.83,2.96,3.78,95.83,97.13,6:09:00,18:28:00
1.70E+09,12/9/2023 19:35,19:35:08,1.64,10.37,3.03,4.94,95.89,97.18,6:09:00,18:28:00
1.70E+09,12/9/2023 19:30,19:30:03,1.8,14.13,2.69,3.78,95.94,97.21,6:09:00,18:28:00
1.70E+09,12/9/2023 19:25,19:25:07,1.76,17.45,2.4,3.97,95.94,97.2,6:09:00,18:28:00
1.70E+09,12/9/2023 19:20,19:20:04,2.02,19.84,1.79,4.21,95.86,97.11,6:09:00,18:28:00
1.70E+09,12/9/2023 19:15,19:15:04,2.01,21.19,1.22,4.21,95.74,96.98,6:09:00,18:28:00
1.70E+09,12/9/2023 19:10,19:10:04,2.11,21.83,0.79,4.09,95.64,96.87,6:09:00,18:28:00
1.70E+09,12/9/2023 19:05,19:05:05,2.11,21.91,0.61,3.97,95.57,96.81,6:09:00,18:28:00
1.70E+09,12/9/2023 19:00,19:00:06,2,20.99,1.14,5,95.56,96.79,6:09:00,18:28:00
1.70E+09,12/9/2023 18:55,18:55:03,2.4,17.24,2.61,6.71,95.56,96.81,6:09:00,18:28:00
1.70E+09,12/9/2023 18:50,18:50:05,1.99,14.08,3.46,5.37,95.59,96.85,6:09:00,18:28:00
1.70E+09,12/9/2023 18:45,18:45:09,2.11,12.8,3.45,5.25,95.64,96.92,6:09:00,18:28:00
1.70E+09,12/9/2023 18:40,18:40:02,2.17,12.19,2.91,5.07,95.72,97,6:09:00,18:28:00
1.70E+09,12/9/2023 18:35,18:35:04,2.75,11.95,2.13,4.88,95.75,97.03,6:09:00,18:28:00
1.70E+09,12/9/2023 18:30,18:30:06,3.6,11.81,1.28,4.7,95.75,97.03,6:09:00,18:28:00
1.70E+09,12/9/2023 18:25,18:25:06,2.92,11.23,0.64,4.64,95.74,97.02,6:09:00,18:28:00
1.70E+09,12/9/2023 18:20,18:20:02,5.09,10.76,0.31,4.52,95.71,96.99,6:09:00,18:28:00
1.70E+09,12/9/2023 18:15,18:15:03,9.35,10.32,0.88,4.46,95.66,96.95,6:09:00,18:28:00
1.70E+09,12/9/2023 18:10,18:10:10,6.6,9.45,1.67,4.39,95.64,96.93,6:09:00,18:28:00
1.70E+09,12/9/2023 18:05,18:05:05,8.83,8.65,2.29,4.27,95.64,96.93,6:09:00,18:28:00
1.70E+09,12/9/2023 18:00,18:00:09,10.54,8.24,2.86,4.15,95.63,96.93,6:09:00,18:28:00
1.70E+09,12/9/2023 17:55,17:55:05,13.26,7.55,3.55,3.97,95.63,96.93,6:09:00,18:28:00
1.70E+09,12/10/2023 17:50,17:50:08,18.93,6.83,4.2,3.78,95.64,96.94,6:09:00,18:28:00
1.70E+09,12/10/2023 17:45,17:45:18,14.27,6.37,4.54,3.54,95.66,96.96,6:09:00,18:28:00
1.70E+09,12/10/2023 17:40,17:40:21,13.21,6.4,4.73,3.54,95.7,97,6:09:00,18:28:00
1.70E+09,12/10/2023 17:35,17:35:22,20.21,10.19,4.62,4.21,95.74,97.03,6:09:00,18:28:00
1.70E+09,12/10/2023 17:30,17:30:21,17.93,13.86,3.59,3.42,95.79,97.06,6:09:00,18:28:00
1.70E+09,12/10/2023 17:25,17:25:18,11.01,17.05,3.22,3.48,95.79,97.05,6:09:00,18:28:00
1.70E+09,12/10/2023 17:20,17:20:22,29.66,19.91,2.91,3.42,95.73,96.97,6:09:00,18:28:00
1.70E+09,12/10/2023 17:15,17:15:20,44.51,21.64,2.56,3.36,95.6,96.84,6:09:00,18:28:00
1.70E+09,12/10/2023 17:10,17:10:20,51.11,22.32,2.21,3.3,95.49,96.72,6:09:00,18:28:00
1.70E+09,12/10/2023 17:05,17:05:19,92.04,22.4,1.84,3.3,95.42,96.65,6:09:00,18:28:00
1.70E+09,12/10/2023 17:00,17:00:24,93.58,21.44,1.31,4.52,95.39,96.63,6:09:00,18:28:00
1.70E+09,12/10/2023 16:55,16:55:22,54.39,19.55,0.93,4.76,95.38,96.62,6:09:00,18:28:00
1.70E+09,12/10/2023 16:50,16:50:20,43.95,17.48,1.27,3.6,95.38,96.63,6:09:00,18:28:00
1.70E+09,12/10/2023 16:45,16:45:22,63.39,15.58,1.6,3.6,95.42,96.67,6:09:00,18:28:00
1.70E+09,12/10/2023 16:40,16:40:22,34.75,14.13,1.63,3.6,95.45,96.71,6:09:00,18:28:00
1.70E+09,12/10/2023 16:35,16:35:25,53.27,13.19,1.59,3.54,95.46,96.73,6:09:00,18:28:00
1.70E+09,12/10/2023 16:30,16:30:22,58.17,12.94,1.56,3.36,95.46,96.73,6:09:00,18:28:00
1.70E+09,12/10/2023 16:25,16:25:20,47.63,12.48,1.42,3.17,95.45,96.72,6:09:00,18:28:00
1.70E+09,12/10/2023 16:20,16:20:22,80.4,11.89,1.37,3.05,95.42,96.69,6:09:00,18:28:00
1.70E+09,12/10/2023 16:15,16:15:18,24.55,11.06,1.56,2.99,95.38,96.66,6:09:00,18:28:00
1.70E+09,12/10/2023 16:10,16:10:21,24.28,10.09,1.83,2.99,95.35,96.63,6:09:00,18:28:00
1.70E+09,12/10/2023 16:05,16:05:20,40.13,8.9,2.01,2.99,95.33,96.62,6:09:00,18:28:00
1.70E+09,12/10/2023 16:00,16:00:19,52.42,8.44,1.95,2.93,95.32,96.61,6:09:00,18:28:00
1.70E+09,12/10/2023 15:55,15:55:22,28.04,8.49,1.7,2.75,95.32,96.61,6:09:00,18:28:00
1.70E+09,12/11/2023 15:50,15:50:20,35.63,8.91,1.39,2.56,95.36,96.65,6:09:00,18:28:00
1.70E+09,12/11/2023 15:45,15:45:20,18.9,8.89,1.09,2.44,95.43,96.71,6:09:00,18:28:00
1.70E+09,12/11/2023 15:40,15:40:19,46.41,9.05,0.86,2.44,95.5,96.78,6:09:00,18:28:00
1.70E+09,12/11/2023 15:35,15:35:22,64.63,10.15,1.18,4.03,95.56,96.84,6:09:00,18:28:00
1.70E+09,12/11/2023 15:30,15:30:21,40.23,13.42,1.49,3.05,95.63,96.9,6:09:00,18:28:00
1.70E+09,12/11/2023 15:25,15:25:27,38.54,15.87,1.77,2.81,95.68,96.94,6:09:00,18:28:00
1.70E+09,12/11/2023 15:20,15:20:20,72.71,17.61,1.98,3.05,95.65,96.9,6:09:00,18:28:00
1.70E+09,12/11/2023 15:15,15:15:21,89.64,18.77,2.1,3.17,95.57,96.82,6:09:00,18:28:00
1.70E+09,12/11/2023 15:10,15:10:21,67.4,19.58,2.09,3.11,95.51,96.75,6:09:00,18:28:00
1.70E+09,12/11/2023 15:05,15:05:20,73.36,19.55,2.2,3.17,95.47,96.71,6:09:00,18:28:00
1.70E+09,12/11/2023 15:00,15:00:21,56.11,18.45,2.26,3.91,95.44,96.69,6:09:00,18:28:00
1.70E+09,12/11/2023 14:55,14:55:18,43.06,15.21,2.3,5.37,95.44,96.7,6:09:00,18:28:00
1.70E+09,12/11/2023 14:50,14:50:26,140.82,13.48,2.08,4.15,95.46,96.73,6:09:00,18:28:00
1.70E+09,12/11/2023 14:45,14:45:21,299.24,12.88,1.59,3.97,95.51,96.78,6:09:00,18:28:00
1.70E+09,12/11/2023 14:40,14:40:21,230.83,13.16,0.77,3.72,95.56,96.83,6:09:00,18:28:00
1.70E+09,12/11/2023 14:35,14:35:19,182.23,13.07,0.05,3.72,95.6,96.87,6:09:00,18:28:00
1.70E+09,12/11/2023 14:30,14:30:23,205.95,12.15,0.67,3.72,95.61,96.88,6:09:00,18:28:00
1.70E+09,12/11/2023 14:25,14:25:22,128.86,10.82,1.51,4.15,95.6,96.89,6:09:00,18:28:00
1.70E+09,12/11/2023 14:20,14:20:36,190.92,9.35,2.38,4.33,95.57,96.85,6:09:00,18:28:00
1.70E+09,12/11/2023 14:15,14:15:20,124.08,8.33,2.64,4.39,95.51,96.8,6:09:00,18:28:00
1.70E+09,12/11/2023 14:10,14:10:19,141.52,8.15,2.03,4.27,95.48,96.78,6:09:00,18:28:00
1.70E+09,12/11/2023 14:05,14:05:23,112.62,8.3,1.25,4.03,95.48,96.78,6:09:00,18:28:00
1.70E+09,12/11/2023 14:00,14:00:19,122.06,8.51,0.78,3.72,95.49,96.78,6:09:00,18:28:00
1.70E+09,12/11/2023 13:55,13:55:22,155.15,8.08,1.37,3.6,95.48,96.78,6:09:00,18:28:00
1.70E+09,12/12/2023 13:50,13:50:22,368.95,7.44,1.74,3.54,95.52,96.81,6:09:00,18:28:00
1.70E+09,12/12/2023 13:40,13:40:21,229.09,7.87,1.48,3.36,95.58,96.87,6:09:00,18:28:00
1.70E+09,12/12/2023 13:35,13:35:19,155.97,8.08,1.21,3.23,95.63,96.92,6:09:00,18:28:00
1.70E+09,12/12/2023 13:30,13:30:19,149.16,9.37,1.49,4.52,95.67,96.96,6:09:00,18:28:00
1.70E+09,12/12/2023 13:25,13:25:20,316.89,12.5,1.57,3.54,95.72,97,6:09:00,18:28:00
1.70E+09,12/12/2023 13:20,13:20:22,243.96,14.78,1.36,3.66,95.73,97,6:09:00,18:28:00
1.70E+09,12/12/2023 13:15,13:15:22,207.02,16.2,1.14,3.78,95.69,96.95,6:09:00,18:28:00
1.70E+09,12/12/2023 13:10,13:10:23,219.81,17.35,1.01,3.78,95.6,96.85,6:09:00,18:28:00
1.70E+09,12/12/2023 13:05,13:05:21,210.1,18.22,1.07,3.72,95.52,96.77,6:09:00,18:28:00
1.70E+09,12/12/2023 13:00,13:00:23,207.27,18.06,1.24,3.78,95.47,96.71,6:09:00,18:28:00
1.70E+09,12/12/2023 12:55,12:55:22,168.49,17.09,1.35,4.33,95.46,96.72,6:09:00,18:28:00
1.70E+09,12/12/2023 12:50,12:50:23,155.49,14.44,1.64,5.37,95.48,96.74,6:09:00,18:28:00
1.70E+09,12/12/2023 12:45,12:45:23,235.73,12.71,1.49,4.46,95.51,96.78,6:09:00,18:28:00
1.70E+09,12/12/2023 12:40,12:40:22,108.19,12.8,0.89,4.09,95.56,96.83,6:09:00,18:28:00
1.70E+09,12/12/2023 12:30,12:30:21,181.51,12.27,0.16,3.97,95.62,96.9,6:09:00,18:28:00
1.70E+09,12/12/2023 12:25,12:25:19,185.47,11.39,0.62,3.97,95.66,96.94,6:09:00,18:28:00
1.70E+09,12/12/2023 12:20,12:20:23,158.03,10.41,1.19,3.85,95.68,96.96,6:09:00,18:28:00
1.70E+09,12/12/2023 12:15,12:15:22,226.85,9.75,1.32,3.78,95.68,96.96,6:09:00,18:28:00
1.70E+09,12/12/2023 12:10,12:10:22,160.85,9.15,1.39,3.72,95.66,96.96,6:09:00,18:28:00
1.70E+09,12/12/2023 12:05,12:05:18,183.35,8.52,1.54,3.66,95.64,96.93,6:09:00,18:28:00
1.70E+09,12/12/2023 12:00,12:00:23,162.62,7.9,1.72,3.66,95.6,96.9,6:09:00,18:28:00
1.70E+09,12/12/2023 11:55,11:55:23,1359.79,7.59,1.73,3.6,95.59,96.88,6:09:00,18:28:00
1.70E+09,12/12/2023 11:50,11:50:22,176.88,7.51,1.67,3.54,95.57,96.86,6:09:00,18:28:00
1.70E+09,12/12/2023 11:45,11:45:19,244.68,7.4,1.55,3.42,95.55,96.85,6:09:00,18:28:00
1.70E+09,12/13/2023 11:40,11:40:19,477.05,7.1,1.6,3.36,95.57,96.87,6:09:00,18:28:00
1.70E+09,12/13/2023 11:35,11:35:23,312.86,7.29,1.49,3.23,95.63,96.93,6:09:00,18:28:00
1.70E+09,12/13/2023 11:30,11:30:19,435.61,7.84,0.95,3.23,95.72,97.01,6:09:00,18:28:00
1.70E+09,12/13/2023 11:25,11:25:20,408.61,9.11,0.76,4.15,95.81,97.11,6:09:00,18:28:00
1.70E+09,12/13/2023 11:20,11:20:20,956.25,11.6,1.26,3.72,95.92,97.2,6:09:00,18:28:00
1.70E+09,12/13/2023 11:15,11:15:18,258.79,13.84,1.63,3.66,95.98,97.25,6:09:00,18:28:00
1.70E+09,12/13/2023 11:10,11:10:21,195.46,15.77,1.76,3.91,95.94,97.21,6:09:00,18:28:00
1.70E+09,12/13/2023 11:05,11:05:21,410.96,16.97,2.02,4.09,95.86,97.12,6:09:00,18:28:00
1.70E+09,12/13/2023 11:00,11:00:20,674.36,17.51,2.29,4.21,95.77,97.03,6:09:00,18:28:00
1.70E+09,12/13/2023 10:55,10:55:22,1180.9,17.09,2.22,4.33,95.72,96.98,6:09:00,18:28:00
1.70E+09,12/13/2023 10:50,10:50:19,247.18,15.98,1.88,4.7,95.71,96.97,6:09:00,18:28:00
1.70E+09,12/13/2023 10:45,10:45:25,1057.64,13.54,1.56,5.68,95.71,96.98,6:09:00,18:28:00
1.70E+09,12/13/2023 10:40,10:40:20,986.54,11.94,1.01,4.82,95.76,97.04,6:09:00,18:28:00
1.70E+09,12/13/2023 10:35,10:35:18,977.1,11.33,1.15,4.64,95.83,97.11,6:09:00,18:28:00
1.70E+09,12/13/2023 10:30,10:30:23,941.88,9.96,2.16,4.76,95.9,97.19,6:09:00,18:28:00
1.70E+09,12/13/2023 10:25,10:25:21,924.57,8.98,2.86,4.88,95.94,97.23,6:09:00,18:28:00
1.70E+09,12/13/2023 10:20,10:20:23,914.39,8.4,3.02,4.7,95.94,97.23,6:09:00,18:28:00
1.70E+09,12/13/2023 10:15,10:15:19,898.98,8.55,2.67,4.58,95.92,97.21,6:09:00,18:28:00
1.70E+09,12/13/2023 10:10,10:10:24,886.67,8.48,2.34,4.33,95.87,97.17,6:09:00,18:28:00
1.70E+09,12/13/2023 10:05,10:05:25,874.45,8.37,2.08,4.21,95.82,97.12,6:09:00,18:28:00
1.70E+09,12/13/2023 10:00,10:00:24,858.22,8.02,1.8,4.09,95.78,97.08,6:09:00,18:28:00
1.70E+09,12/13/2023 9:55,9:55:19,844.41,7.62,1.94,4.03,95.78,97.08,6:09:00,18:28:00
1.70E+09,12/13/2023 9:50,9:50:20,830.85,7.15,2.24,3.91,95.77,97.07,6:09:00,18:28:00
1.70E+09,12/13/2023 9:45,9:45:20,818.25,6.74,2.37,3.85,95.78,97.08,6:09:00,18:28:00
1.70E+09,12/14/2023 9:40,9:40:20,801.76,6.46,2.44,3.78,95.8,97.1,6:09:00,18:28:00
1.70E+09,12/14/2023 9:35,9:35:20,789.5,6.48,2.51,3.72,95.84,97.15,6:09:00,18:28:00
1.70E+09,12/14/2023 9:30,9:30:22,771.49,6.99,2.56,3.97,95.88,97.19,6:09:00,18:28:00
1.70E+09,12/14/2023 9:25,9:25:19,754.1,8.88,2.56,4.94,95.91,97.21,6:09:00,18:28:00
1.70E+09,12/14/2023 9:20,9:20:20,738.71,12.05,2.06,4.03,95.95,97.23,6:09:00,18:28:00
1.70E+09,12/14/2023 9:15,9:15:22,723.91,14.8,1.04,3.97,95.97,97.24,6:09:00,18:28:00
1.70E+09,12/14/2023 9:10,9:10:23,706.4,17.43,0.21,4.15,95.92,97.17,6:09:00,18:28:00
1.70E+09,12/14/2023 9:05,9:05:22,689.99,18.77,0.45,4.21,95.82,97.06,6:09:00,18:28:00
1.70E+09,12/14/2023 9:00,9:00:22,668.68,19.33,0.87,4.27,95.72,96.97,6:09:00,18:28:00
1.70E+09,12/14/2023 8:55,8:55:23,648.95,19.3,1.3,4.27,95.67,96.91,6:09:00,18:28:00
1.70E+09,12/14/2023 8:50,8:50:20,632.99,18.29,1.82,5,95.66,96.91,6:09:00,18:28:00
1.70E+09,12/14/2023 8:45,8:45:23,614.57,14.87,2.49,6.23,95.66,96.93,6:09:00,18:28:00
1.70E+09,12/14/2023 8:40,8:40:19,594.34,12.65,2.73,5.19,95.7,96.98,6:09:00,18:28:00
1.70E+09,12/14/2023 8:35,8:35:18,574.41,12.21,2.45,4.94,95.77,97.05,6:09:00,18:28:00
1.70E+09,12/14/2023 8:30,8:30:18,555.64,12.14,1.7,4.7,95.84,97.12,6:09:00,18:28:00
1.70E+09,12/14/2023 8:20,8:20:19,515.95,12.1,0.83,4.58,95.87,97.15,6:09:00,18:28:00
1.70E+09,12/14/2023 8:15,8:15:21,495,11.48,1.02,4.52,95.88,97.16,6:09:00,18:28:00
1.70E+09,12/14/2023 8:10,8:10:18,473.84,10.73,1.46,4.52,95.87,97.15,6:09:00,18:28:00
1.70E+09,12/14/2023 8:05,8:05:21,454.42,10.23,1.58,4.46,95.83,97.11,6:09:00,18:28:00
1.70E+09,12/14/2023 8:00,8:00:19,433.58,9.88,1.51,4.33,95.77,97.06,6:09:00,18:28:00
1.70E+09,12/14/2023 7:55,7:55:24,415.29,9.53,1.49,4.27,95.73,97.02,6:09:00,18:28:00
1.70E+09,12/14/2023 7:50,7:50:21,390.7,9.16,1.62,4.21,95.72,97.01,6:09:00,18:28:00
1.70E+09,12/14/2023 7:45,7:45:21,372.75,8.51,1.83,4.09,95.73,97.03,6:09:00,18:28:00
1.70E+09,12/14/2023 7:40,7:40:19,351.42,7.91,1.97,4.03,95.74,97.03,6:09:00,18:28:00
1.70E+09,12/15/2023 7:35,7:35:21,327.45,7.79,1.91,3.91,95.77,97.06,6:09:00,18:28:00
1.70E+09,12/15/2023 7:30,7:30:19,308.85,8.15,1.7,3.72,95.8,97.1,6:09:00,18:28:00
1.70E+09,12/15/2023 7:25,7:25:20,284.28,8.58,1.48,3.66,95.83,97.13,6:09:00,18:28:00
1.70E+09,12/15/2023 7:20,7:20:20,259.02,10.36,1.33,4.46,95.86,97.14,6:09:00,18:28:00
1.70E+09,12/15/2023 7:15,7:15:19,233.35,13.27,0.87,4.03,95.91,97.18,6:09:00,18:28:00
1.70E+09,12/15/2023 7:10,7:10:22,214.86,15.87,0.66,4.21,95.94,97.21,6:09:00,18:28:00
1.70E+09,12/15/2023 7:05,7:05:18,171.88,18.05,1.77,4.33,95.9,97.15,6:09:00,18:28:00
1.70E+09,12/15/2023 7:00,7:00:21,47.51,18.83,3.14,4.39,95.8,97.04,6:09:00,18:28:00
1.70E+09,12/15/2023 6:55,6:55:24,31.69,18.94,4.07,4.46,95.72,96.97,6:09:00,18:28:00
1.70E+09,12/15/2023 6:50,6:50:24,30.5,18.53,4.3,4.52,95.69,96.94,6:09:00,18:28:00
1.70E+09,12/15/2023 6:45,6:45:21,30.27,17.47,3.63,5.13,95.72,96.97,6:09:00,18:28:00
1.70E+09,12/15/2023 6:40,6:40:19,26.9,14.37,2.76,6.35,95.76,97.03,6:09:00,18:28:00
1.70E+09,12/15/2023 6:35,6:35:19,23.87,13.35,2.16,5.43,95.8,97.07,6:09:00,18:28:00
1.70E+09,12/15/2023 6:30,6:30:19,21.66,13.4,1.8,5.43,95.84,97.11,6:09:00,18:28:00
1.70E+09,12/15/2023 6:25,6:25:20,18.75,13.07,1.66,5.43,95.87,97.15,6:09:00,18:28:00
1.70E+09,12/15/2023 6:20,6:20:21,14.33,12.66,1.48,5.37,95.89,97.16,6:09:00,18:28:00
1.70E+09,12/15/2023 6:15,6:15:23,9.81,12.1,1.1,5.31,95.89,97.17,6:09:00,18:28:00
1.70E+09,12/15/2023 6:10,6:10:23,6.63,11.37,0.74,5.31,95.88,97.17,6:09:00,18:28:00
1.70E+09,12/15/2023 6:05,6:05:23,5.22,11.06,0.59,5.31,95.87,97.16,6:09:00,18:28:00
1.70E+09,12/15/2023 6:00,6:00:21,3.92,10.48,0.94,5.31,95.82,97.11,6:09:00,18:28:00
1.70E+09,12/15/2023 5:55,5:55:23,1.88,9.65,1.19,5.31,95.78,97.07,6:09:00,18:28:00
1.70E+09,12/15/2023 5:50,5:50:21,1.78,9.31,1.15,5.31,95.75,97.04,6:09:00,18:28:00
1.70E+09,12/15/2023 5:45,5:45:19,1.82,8.99,1.14,5.25,95.73,97.02,6:09:00,18:28:00
1.70E+09,12/15/2023 5:40,5:40:19,1.73,8.73,1.38,5.13,95.72,97.01,6:09:00,18:28:00
1.70E+09,12/16/2023 5:35,5:35:18,2.03,8.62,1.56,5.07,95.71,97.01,6:09:00,18:28:00
1.70E+09,12/16/2023 5:30,5:30:19,1.85,8.61,1.38,4.94,95.73,97.02,6:09:00,18:28:00
1.70E+09,12/16/2023 5:25,5:25:22,1.88,9,0.99,4.88,95.76,97.05,6:09:00,18:28:00
1.70E+09,12/16/2023 5:20,5:20:20,2.08,10.22,0.76,5.37,95.79,97.07,6:09:00,18:28:00
1.70E+09,12/16/2023 5:15,5:15:20,1.72,12.3,0.5,4.94,95.8,97.08,6:09:00,18:28:00
1.70E+09,12/16/2023 5:10,5:10:18,1.96,14.16,0.55,5.07,95.81,97.08,6:09:00,18:28:00
1.70E+09,12/16/2023 5:05,5:05:27,1.91,16.11,0.65,4.94,95.77,97.03,6:09:00,18:28:00
1.70E+09,12/16/2023 5:00,5:00:22,2.14,17.05,0.39,4.94,95.69,96.94,6:09:00,18:28:00
1.70E+09,12/16/2023 4:55,4:55:19,2.2,17.49,0.44,4.88,95.61,96.86,6:09:00,18:28:00
1.70E+09,12/16/2023 4:50,4:50:22,2.38,17.24,1.03,4.88,95.57,96.82,6:09:00,18:28:00
1.70E+09,12/16/2023 4:45,4:45:21,2.37,16.43,1.55,5.37,95.56,96.82,6:09:00,18:28:00
1.70E+09,12/16/2023 4:40,4:40:22,2.08,14.09,1.98,6.35,95.58,96.85,6:09:00,18:28:00
1.70E+09,12/16/2023 4:35,4:35:25,2.17,12.37,2.25,5.55,95.62,96.89,6:09:00,18:28:00
1.70E+09,12/16/2023 4:30,4:30:24,2.01,11.56,2.34,5.43,95.67,96.95,6:09:00,18:28:00
1.70E+09,12/16/2023 4:25,4:25:19,2.06,11.12,2.16,5.31,95.72,97.01,6:09:00,18:28:00
1.70E+09,12/16/2023 4:20,4:20:26,1.94,10.78,1.84,5.13,95.75,97.03,6:09:00,18:28:00
1.70E+09,12/16/2023 4:15,4:15:23,2.05,10.37,1.43,5.07,95.75,97.04,6:09:00,18:28:00
1.70E+09,12/16/2023 4:10,4:10:19,1.84,9.92,1.08,4.94,95.75,97.04,6:09:00,18:28:00
1.70E+09,12/16/2023 4:05,4:05:26,1.96,9.69,0.77,4.88,95.75,97.04,6:09:00,18:28:00
1.70E+09,12/16/2023 4:00,4:00:24,1.96,9.15,0.58,4.82,95.73,97.03,6:09:00,18:28:00
1.70E+09,12/16/2023 3:55,3:55:20,2.06,8.56,0.91,4.82,95.74,97.03,6:09:00,18:28:00
1.70E+09,12/16/2023 3:50,3:50:19,2.07,7.78,1.38,4.76,95.75,97.05,6:09:00,18:28:00
1.70E+09,12/16/2023 3:45,3:45:22,1.99,6.98,1.78,4.64,95.76,97.06,6:09:00,18:28:00
1.70E+09,12/16/2023 3:40,3:40:22,1.92,6.48,2.15,4.58,95.78,97.08,6:09:00,18:28:00
1.70E+09,12/17/2023 3:35,3:35:21,1.8,6.01,2.45,4.39,95.83,97.14,6:09:00,18:28:00
1.70E+09,12/17/2023 3:30,3:30:23,2.01,5.75,2.63,4.27,95.91,97.22,6:09:00,18:28:00
1.70E+09,12/17/2023 3:25,3:25:23,1.88,5.7,2.83,4.27,95.99,97.3,6:09:00,18:28:00
1.70E+09,12/17/2023 3:20,3:20:19,1.9,7.87,3.02,4.94,96.06,97.36,6:09:00,18:28:00
1.70E+09,12/17/2023 3:15,3:15:22,1.99,11.08,2.76,4.33,96.11,97.4,6:09:00,18:28:00
1.70E+09,12/17/2023 3:10,3:10:22,2.16,13.98,2.26,4.46,96.11,97.39,6:09:00,18:28:00
1.70E+09,12/17/2023 3:05,3:05:22,1.88,16.39,1.71,4.64,96.05,97.31,6:09:00,18:28:00
1.70E+09,12/17/2023 3:00,3:00:22,1.91,17.62,1.36,4.64,95.94,97.2,6:09:00,18:28:00
1.70E+09,12/17/2023 2:55,2:55:20,1.89,18.14,1.06,4.64,95.86,97.11,6:09:00,18:28:00
1.70E+09,12/17/2023 2:50,2:50:21,1.96,17.96,0.86,4.7,95.82,97.07,6:09:00,18:28:00
1.70E+09,12/17/2023 2:45,2:45:19,2.04,17.14,0.59,5.19,95.82,97.08,6:09:00,18:28:00
1.70E+09,12/17/2023 2:40,2:40:22,1.97,15.35,0.15,5.43,95.86,97.12,6:09:00,18:28:00
1.70E+09,12/17/2023 2:35,2:35:23,1.94,13.85,0.26,4.88,95.92,97.19,6:09:00,18:28:00
1.70E+09,12/17/2023 2:30,2:30:31,1.95,12.84,0.83,4.76,95.99,97.27,6:09:00,18:28:00
1.70E+09,12/17/2023 2:25,2:25:18,1.98,11.37,1.75,4.82,96.05,97.34,6:09:00,18:28:00
1.70E+09,12/17/2023 2:20,2:20:20,2.08,9.98,2.4,4.82,96.08,97.37,6:09:00,18:28:00
1.70E+09,12/17/2023 2:15,2:15:19,1.92,9.09,2.64,4.7,96.06,97.36,6:09:00,18:28:00
1.70E+09,12/17/2023 2:10,2:10:21,2.05,8.43,2.75,4.52,96.04,97.34,6:09:00,18:28:00
1.70E+09,12/17/2023 2:05,2:05:25,2.1,7.81,2.83,4.39,96.04,97.34,6:09:00,18:28:00
1.70E+09,12/17/2023 2:00,2:00:20,1.95,7.08,3.04,4.27,96.03,97.33,6:09:00,18:28:00
1.70E+09,12/17/2023 1:55,1:55:18,1.92,6.39,3.31,4.15,96.04,97.35,6:09:00,18:28:00
1.70E+09,12/17/2023 1:50,1:50:22,2.03,5.83,3.54,4.03,96.08,97.39,6:09:00,18:28:00
1.70E+09,12/17/2023 1:45,1:45:22,1.92,5.48,3.64,3.91,96.08,97.39,6:09:00,18:28:00
1.70E+09,12/17/2023 1:40,1:40:25,1.93,5.37,3.54,3.72,96.09,97.4,6:09:00,18:28:00
1.70E+09,12/18/2023 1:35,1:35:28,1.87,5.58,3.23,3.54,96.1,97.42,6:09:00,18:28:00
1.70E+09,12/18/2023 1:30,1:30:24,1.99,5.87,2.98,3.36,96.15,97.46,6:09:00,18:28:00
1.70E+09,12/18/2023 1:25,1:25:24,2.03,6.23,2.95,3.23,96.2,97.51,6:09:00,18:28:00
